Feature ID	2M-Total	4M-Total	6m-Total	2M-HS-Total	4M-HS-Total	6M-HS-Total
CGI_10012421	0	0	0	0	0	0
CGI_10012422	0	20	0	0	174	3
CGI_10012423	54	38	44	76	50	52
CGI_10012424	0	0	0	1	0	1
CGI_10012425	0	0	2	0	1	0
CGI_10012426	22	6	3	5	16	5
CGI_10012427	53	19	28	53	20	28
CGI_10012428	460	311	370	803	402	294
CGI_10012429	207	148	133	214	38	29
CGI_10012430	0	4	2	2	0	0
CGI_10012431	1344	1118	1008	938	669	522
CGI_10012432	152	86	61	87	2	16
CGI_10012433	17	9	8	59	18	14
CGI_10012434	17	23	33	8	31	9
CGI_10012435	131	85	57	183	65	57
CGI_10012436	59	138	103	126	452	474
CGI_10012437	693	673	384	242	99	81
CGI_10012438	1	2	0	1	0	1
CGI_10012439	0	0	0	0	1	1
CGI_10012440	81	87	20	87	18	11
CGI_10012441	0	1	1	2	0	0
CGI_10012442	62	17	29	85	13	15
CGI_10012443	48	39	23	25	32	23
CGI_10012444	98	124	103	98	75	80
CGI_10012445	55	44	39	49	18	11
CGI_10012446	0	0	0	2	0	0
CGI_10012447	12	7	10	15	11	2
CGI_10012448	36	34	49	22	14	3
CGI_10012449	1	12	0	0	0	1
CGI_10012450	28	23	21	355	34	15
CGI_10012451	127	95	86	336	153	100
CGI_10012452	55	22	19	22	21	19
CGI_10012453	231	217	180	427	217	193
CGI_10012454	11	1	204	20	11	83
CGI_10012455	37	121	55	28	62	48
CGI_10012456	50	97	75	43	24	23
CGI_10012457	114	161	114	45	9	17
CGI_10012458	3305	3282	4091	1030	48	205
CGI_10012459	35	40	30	53	10	1
CGI_10012460	14	3	9	3	0	1
CGI_10012461	464	143	202	329	88	44
CGI_10012462	670	358	395	481	390	339
CGI_10012463	406	476	325	565	290	47
CGI_10012464	1346	374	1820	1156	828	636
CGI_10012465	48	19	30	69	49	41
CGI_10012466	102	64	53	135	35	18
CGI_10012467	7	17	13	7	25	3
CGI_10012468	94	88	64	157	30	31
CGI_10012469	102	90	47	152	75	62
CGI_10012470	0	0	0	0	0	0
CGI_10012471	9	10	0	17	5	0
CGI_10012472	1310	685	605	843	144	179
CGI_10012473	1255	449	1047	824	91	237
CGI_10012474	181370	149644	146468	115640	109290	68097
CGI_10012475	1540	1256	1562	1288	936	594
CGI_10012476	311	315	192	222	105	31
CGI_10012477	112	122	77	88	16	17
CGI_10012478	201	206	213	175	44	87
CGI_10012479	118	114	54	69	22	44
CGI_10012480	158	100	122	182	135	46
CGI_10012481	2	7	17	14	1	0
CGI_10012482	202	397	209	374	310	155
CGI_10012483	1177	795	741	322	220	170
CGI_10012484	30	39	21	17	11	2
CGI_10012485	2267	1075	1572	1775	680	678
CGI_10012486	340	239	342	411	411	352
CGI_10012487	0	0	0	0	0	0
CGI_10012488	175	212	80	173	65	32
CGI_10012489	9743	6289	11551	4313	3566	2086
CGI_10012490	1611	2343	1276	720	181	91
CGI_10012491	248	38	119	189	23	33
CGI_10012492	294	147	102	459	120	59
CGI_10012493	787	480	651	577	492	431
CGI_10012494	110	108	85	198	33	26
CGI_10012495	0	0	0	0	0	0
CGI_10012496	0	0	0	0	0	0
CGI_10012497	0	0	1	0	0	0
CGI_10012498	0	0	0	0	0	0
CGI_10012499	15	4	0	17	1	1
CGI_10012501	177	253	111	129	70	55
CGI_10012502	412	315	135	312	196	53
CGI_10012503	89	3	62	38	6	52
CGI_10012504	249	304	177	137	34	25
CGI_10012505	105	72	46	122	77	21
CGI_10012506	0	0	0	0	0	0
CGI_10012507	1	7	6	1	3	8
CGI_10012508	2	0	5	0	2	2
CGI_10012509	0	0	0	0	0	0
CGI_10012510	0	2	2	1	6	6
CGI_10012511	30	6	21	13	7	9
CGI_10012512	2	0	1	5	0	1
CGI_10012513	13	0	19	23	2	26
CGI_10012514	15	13	9	38	5	10
CGI_10012515	5	7	4	10	17	13
CGI_10012516	144	86	92	218	128	112
CGI_10012517	1	0	1	1	2	1
CGI_10012519	84	65	61	52	58	11
CGI_10012520	217	173	150	196	35	51
CGI_10012521	12	16	3	24	17	5
CGI_10012522	369	380	166	406	246	135
CGI_10012523	47	22	41	31	18	16
CGI_10012524	93	50	64	53	27	14
CGI_10012525	82	55	71	56	11	5
CGI_10012526	3	0	0	0	0	0
CGI_10012527	3	0	2	2	0	0
CGI_10012528	48	54	59	29	32	17
CGI_10012529	79	52	47	63	20	11
CGI_10012530	0	1	1	1	0	0
CGI_10012531	158	240	97	252	128	70
CGI_10012532	179	103	114	135	108	54
CGI_10012533	41	12	81	18	2	33
CGI_10012534	26	14	20	40	40	22
CGI_10012536	231	228	260	173	365	465
CGI_10012537	4	3	2	0	0	4
CGI_10012538	55	43	17	134	10	9
CGI_10012539	370	245	178	344	136	84
CGI_10012540	255	139	108	355	121	113
CGI_10012541	14	2	19	7	5	13
CGI_10012542	96	121	93	66	15	19
CGI_10012543	85	27	56	74	23	18
CGI_10012544	649	596	626	849	709	555
CGI_10012545	139	166	80	86	64	17
CGI_10012546	14	10	11	25	3	11
CGI_10012547	0	6	1	0	0	0
CGI_10012548	123	125	141	76	73	74
CGI_10012549	89	126	79	143	152	72
CGI_10012550	68	61	12	143	107	70
CGI_10012551	1	7	1	0	1	1
CGI_10012552	126	86	64	47	39	65
CGI_10012553	247	98	113	116	17	18
CGI_10012554	22	28	20	7	17	27
CGI_10012555	296	260	208	279	91	70
CGI_10012556	3419	2106	2112	3615	1557	1014
CGI_10012557	555	414	351	529	189	148
CGI_10012558	10	16	11	4	0	1
CGI_10012559	256	169	190	381	493	205
CGI_10012560	0	0	1	2	0	0
CGI_10012561	0	1	0	0	0	2
CGI_10012562	90	54	129	51	24	23
CGI_10012563	37	35	9	33	4	6
CGI_10012564	239	163	195	155	64	72
CGI_10012565	1088	592	553	1095	465	294
CGI_10012566	0	1	0	0	0	0
CGI_10012567	237	255	307	201	137	103
CGI_10012568	450	384	641	437	579	626
CGI_10012569	39	25	81	31	36	36
CGI_10012570	14	25	3	35	4	3
CGI_10012571	234	154	204	325	217	143
CGI_10012572	351	345	200	370	113	108
CGI_10012573	2	3	3	5	2	4
CGI_10012574	2920	2071	2060	2378	671	555
CGI_10012575	36	51	45	18	8	10
CGI_10012576	31	48	31	109	38	27
CGI_10012577	610	355	461	527	192	74
CGI_10012578	460	289	301	900	348	190
CGI_10012579	84	174	286	23	36	12
CGI_10012580	83	110	106	22	23	18
CGI_10012581	24	31	16	85	46	12
CGI_10012582	110	45	86	118	62	92
CGI_10012583	57	60	5	86	29	41
CGI_10012584	1	2	0	0	0	0
CGI_10012585	408	346	164	566	246	135
CGI_10012586	0	0	0	10	3	1
CGI_10012587	4	3	1	3	2	22
CGI_10012588	132	103	98	96	93	77
CGI_10012589	121	118	54	180	80	82
CGI_10012590	108	61	133	136	30	44
CGI_10012592	608	516	4614	102	28	1856
CGI_10012593	146	30	768	54	6	165
CGI_10012594	45	26	40	28	14	18
CGI_10012595	78	48	74	69	40	22
CGI_10012596	5	15	1	7	6	2
CGI_10012597	155	98	107	154	30	7
CGI_10012598	30	32	59	34	64	4
CGI_10012599	170	80	122	51	101	44
CGI_10012600	18	14	5	43	17	6
CGI_10012601	19	17	25	21	28	20
CGI_10012602	1	0	1	6	1	1
CGI_10012603	0	0	0	0	0	0
CGI_10012604	4	4	0	8	1	2
CGI_10012605	161	77	123	343	165	223
CGI_10012606	568	498	454	411	299	250
CGI_10012607	12	3	6	8	1	0
CGI_10012608	0	0	0	0	0	0
CGI_10012609	163	66	148	236	30	44
CGI_10012610	2638	1892	1651	1541	967	358
CGI_10012611	3920	2986	2486	3720	1999	972
CGI_10012612	2362	2768	1962	997	127	64
CGI_10012613	2025	2428	1368	606	221	209
CGI_10012614	410	438	288	337	81	84
CGI_10012615	5	0	1	2	0	0
CGI_10012616	320	211	182	394	175	128
CGI_10012617	21	3	2	45	3	3
CGI_10012618	323	240	197	427	248	314
CGI_10012619	0	0	0	0	0	0
CGI_10012620	22	2	30	29	5	22
CGI_10012621	60	101	43	62	124	44
CGI_10012622	90	85	55	39	13	4
CGI_10012623	214	110	123	412	194	104
CGI_10012624	71	31	38	46	9	9
CGI_10012625	755	496	504	924	411	358
CGI_10012626	273	188	214	431	342	418
CGI_10012627	24	38	54	8	4	2
CGI_10012628	0	0	0	0	1	0
CGI_10012629	121	119	92	108	28	26
CGI_10012630	365	326	163	250	60	68
CGI_10012631	26	44	95	28	47	11
CGI_10012632	7	52	35	7	175	41
CGI_10012633	252	47	116	193	15	37
CGI_10012634	192	97	184	165	31	23
CGI_10012635	208	46	51	158	72	45
CGI_10012636	5	12	4	0	4	3
CGI_10012637	319	295	251	153	38	41
CGI_10012638	0	0	31	2	0	4
CGI_10012639	0	0	0	0	0	0
CGI_10012640	14	23	11	12	23	24
CGI_10012641	45	39	32	41	35	10
CGI_10012642	88	73	100	35	3	7
CGI_10012643	150	167	108	103	130	33
CGI_10012644	54	100	33	134	37	36
CGI_10012645	6	2	7	7	11	2
CGI_10012646	411	284	364	314	107	111
CGI_10012647	504	422	303	609	217	147
CGI_10012648	3	9	4	2	2	3
CGI_10012649	0	0	0	1	0	0
CGI_10012650	47	36	47	75	24	19
CGI_10012651	1	0	0	4	0	0
CGI_10012652	335	388	148	187	36	37
CGI_10012653	18	11	11	5	14	12
CGI_10012654	0	1	7	0	1	0
CGI_10012655	495	354	285	289	161	109
CGI_10012656	305	150	256	154	88	196
CGI_10012657	6	1	0	2	1	2
CGI_10012659	169	86	108	170	50	43
CGI_10012660	1	0	0	0	0	0
CGI_10012661	0	0	0	0	0	0
CGI_10012662	664	630	473	593	144	134
CGI_10012663	1572	1121	1370	1536	990	956
CGI_10012664	77	49	29	70	35	42
CGI_10012665	0	0	8	3	0	0
CGI_10012666	220	195	235	203	78	49
CGI_10012667	180	127	135	235	140	98
CGI_10012668	20	31	86	22	12	4
CGI_10012669	14	23	69	12	2	7
CGI_10012670	212	113	26	83	2	4
CGI_10012671	1535	1401	1012	2060	1035	401
CGI_10012672	0	1	0	4	0	0
CGI_10012673	13	21	23	28	46	65
CGI_10012674	0	0	0	0	0	0
CGI_10012675	0	2	1	0	0	2
CGI_10012676	0	0	0	0	0	0
CGI_10012678	127	41	102	49	39	22
CGI_10012679	1085	1060	654	687	182	196
CGI_10012680	2117	1524	1417	2363	1228	599
CGI_10012681	275	204	174	327	243	132
CGI_10012682	0	0	0	0	0	0
CGI_10012683	0	1	0	0	1	0
CGI_10012684	13449	9047	10439	11975	6330	5696
CGI_10012685	653	377	604	567	224	254
CGI_10012686	255	240	145	74	26	79
CGI_10012687	889	564	753	139	1316	2659
CGI_10012688	26	2	0	14	5	0
CGI_10012689	581	354	476	719	357	330
CGI_10012690	1	3	3	4	1	6
CGI_10012691	112	68	68	176	118	82
CGI_10012692	341	269	179	367	269	192
CGI_10012694	84	105	108	95	55	80
CGI_10012695	185	186	105	135	59	31
CGI_10012696	480	553	388	523	143	111
CGI_10012697	92	94	49	95	52	30
CGI_10012698	67	74	69	73	18	23
CGI_10012699	0	0	1	1	3	0
CGI_10012700	2	0	1	0	1	1
CGI_10012701	5	5	6	19	12	8
CGI_10012702	2	0	0	0	0	0
CGI_10012703	6	7	2	6	15	2
CGI_10012704	103	75	40	55	37	23
CGI_10012705	157	112	108	142	162	93
CGI_10012706	165	171	157	139	83	101
CGI_10012707	43	67	25	53	169	19
CGI_10012708	1	27	3	22	24	7
CGI_10012709	35	26	27	52	42	4
CGI_10012710	31	23	32	62	12	12
CGI_10012711	73	23	55	92	32	42
CGI_10012712	82	40	29	63	31	57
CGI_10012713	971	882	829	589	110	183
CGI_10012714	132	136	78	192	180	75
CGI_10012715	378	222	227	557	306	218
CGI_10012716	60	41	42	167	48	29
CGI_10012717	40	25	30	47	4	14
CGI_10012718	203	166	106	161	52	31
CGI_10012719	5	7	2	4	5	2
CGI_10012720	783	587	532	633	287	193
CGI_10012721	0	4	2	0	1	0
CGI_10012722	97	165	116	46	19	48
CGI_10012723	0	0	69	1	3	15
CGI_10012724	0	1	0	0	0	0
CGI_10012725	300	84	103	551	26	355
CGI_10012726	325	122	158	359	142	175
CGI_10012727	4966	3521	4085	5838	4874	3215
CGI_10012728	0	0	0	0	0	0
CGI_10012729	5866	5004	4383	3863	963	872
CGI_10012730	367	418	320	149	58	60
CGI_10012731	360	478	255	135	69	83
CGI_10012732	171	144	189	279	183	164
CGI_10012733	91	106	103	70	15	7
CGI_10012734	208	70	82	101	56	41
CGI_10012735	18	9	33	57	33	42
CGI_10012736	108	106	72	111	30	17
CGI_10012737	785	712	415	765	348	156
CGI_10012738	34	55	42	24	51	11
CGI_10012739	14	17	8	1	9	6
CGI_10012740	6	10	3	20	6	5
CGI_10012741	1004	862	876	1209	1180	551
CGI_10012742	49	22	34	86	52	27
CGI_10012743	3791	1678	2711	1492	468	143
CGI_10012744	507	347	344	498	239	131
CGI_10012745	0	0	1	0	0	0
CGI_10012746	951	769	974	902	653	474
CGI_10012747	16	17	3	14	12	0
CGI_10012748	166	180	103	137	49	50
CGI_10012749	664	796	581	621	324	240
CGI_10012750	7	23	17	6	16	8
CGI_10012751	164	218	358	87	120	98
CGI_10012752	3	130	5	8	81	0
CGI_10012753	54	74	30	91	145	29
CGI_10012754	486	461	374	405	112	119
CGI_10012755	47	58	31	101	90	39
CGI_10012756	13	16	12	6	13	6
CGI_10012758	3157	1759	1038	1187	349	283
CGI_10012759	424	467	245	358	178	65
CGI_10012760	170	136	132	125	61	67
CGI_10012761	85	111	98	77	116	32
CGI_10012762	2	0	0	1	1	4
CGI_10012763	136	183	12	203	98	2
CGI_10012764	90	106	83	169	69	29
CGI_10012765	57	38	34	81	12	4
CGI_10012766	70	55	89	81	111	74
CGI_10012767	3	3	6	0	2	3
CGI_10012768	3	0	3	2	0	0
CGI_10012769	33	42	7	65	18	15
CGI_10012770	1	1	0	0	1	5
CGI_10012771	0	0	1	0	0	1
CGI_10012772	16	23	7	76	152	5
CGI_10012774	2480	1894	1395	1361	980	428
CGI_10012775	0	1	2	1	1	0
CGI_10012776	677	569	537	501	159	117
CGI_10012777	326	230	139	216	185	78
CGI_10012778	12	16	17	2	2	8
CGI_10012779	249	140	108	241	154	167
CGI_10012780	88	112	94	149	130	68
CGI_10012781	5	0	1	4	0	14
CGI_10012782	9	25	48	14	7	7
CGI_10012783	75	83	44	47	20	16
CGI_10012784	0	0	0	0	0	1
CGI_10012785	18	20	10	51	26	19
CGI_10012786	262	294	396	189	70	533
CGI_10012787	1277	1264	658	105	21	15
CGI_10012788	398	431	240	285	101	53
CGI_10012789	3	4	3	1	10	0
CGI_10012790	5	17	8	11	11	6
CGI_10012791	98	64	26	119	23	21
CGI_10012792	8866	3746	5922	736	199	308
CGI_10012793	100	92	54	114	84	31
CGI_10012794	16	54	30	18	85	21
CGI_10012795	1	0	1	0	0	0
CGI_10012796	376	276	187	329	137	85
CGI_10012797	417	344	191	430	183	84
CGI_10012798	2	2	0	2	2	1
CGI_10012799	39	40	3	118	45	40
CGI_10012800	1	6	3	1	5	8
CGI_10012801	0	0	0	0	0	0
CGI_10012802	27	41	53	46	17	17
CGI_10012803	7	4	20	18	0	0
CGI_10012804	868	722	475	511	85	81
CGI_10012805	40	58	9	25	5	9
CGI_10012806	53	52	15	61	31	21
CGI_10012807	1	0	4	0	0	0
CGI_10012808	14057	11568	14515	10931	9460	6167
CGI_10012809	174	133	78	222	106	24
CGI_10012811	21	3	3	0	0	1
CGI_10012812	133	75	38	45	9	4
CGI_10012813	692	604	578	445	156	202
CGI_10012814	68	99	45	193	64	16
CGI_10012815	183	291	176	109	51	41
CGI_10012816	98	299	58	56	160	28
CGI_10012817	36	34	13	32	4	1
CGI_10012818	239	115	52	118	26	11
CGI_10012819	3	1	1	0	0	2
CGI_10012820	191	191	149	263	165	86
CGI_10012821	15	11	5	10	7	10
CGI_10012822	3889	5346	1815	2750	3024	647
CGI_10012823	5	3	4	8	1	6
CGI_10012824	125	89	42	134	44	30
CGI_10012825	18	24	36	54	32	37
CGI_10012826	680	488	176	381	123	247
CGI_10012827	437	212	230	211	42	51
CGI_10012828	2	1	0	1	0	4
CGI_10012829	102	105	107	74	28	10
CGI_10012830	1114	1054	1297	622	505	311
CGI_10012831	132	106	104	83	92	100
CGI_10012832	0	1	1	0	0	0
CGI_10012833	1054	683	867	1373	1008	1071
CGI_10012834	19	8	9	58	28	7
CGI_10012835	42	80	51	60	11	15
CGI_10012836	7	12	4	14	4	1
CGI_10012837	5	0	0	0	0	0
CGI_10012838	196	164	165	181	95	182
CGI_10012839	67	51	33	91	18	17
CGI_10012840	1	0	0	0	0	0
CGI_10012841	0	4	0	0	0	0
CGI_10012842	3	8	1	3	5	0
CGI_10012843	202	66	53	64	35	26
CGI_10012844	4	6	6	8	6	24
CGI_10012845	1096	583	642	600	269	178
CGI_10012846	0	1	0	0	0	0
CGI_10012847	3	0	1	1	2	0
CGI_10012849	19	9	10	14	13	5
CGI_10012852	2	2	1	1	6	0
CGI_10012853	0	0	1	0	2	0
CGI_10012854	133	83	82	153	111	45
CGI_10012855	132	211	126	164	231	127
CGI_10012856	4	46	12	10	49	49
CGI_10012857	0	0	0	1	0	0
CGI_10012858	25	22	39	53	42	59
CGI_10012859	0	0	0	0	0	1
CGI_10012860	19	28	20	52	16	19
CGI_10012861	6	30	29	3	19	16
CGI_10012862	131	10	18	91	6	16
CGI_10012863	66	49	79	210	178	129
CGI_10012864	502	460	261	498	240	201
CGI_10012865	645	565	478	492	387	303
CGI_10012866	58	59	31	74	24	6
CGI_10012867	14	8	1	2	15	0
CGI_10012868	12	9	12	13	6	3
CGI_10012869	19	19	12	11	12	1
CGI_10012870	111	301	197	103	584	241
CGI_10012871	6516	4240	5077	5015	2175	1387
CGI_10012872	288	187	279	109	111	99
CGI_10012873	0	0	0	0	0	0
CGI_10012874	1	1	0	1	0	0
CGI_10012875	0	0	0	0	0	0
CGI_10012876	19	40	19	46	592	218
CGI_10012877	552	474	559	318	75	51
CGI_10012878	319	178	185	360	160	110
CGI_10012879	39	24	22	13	10	8
CGI_10012880	96	79	91	71	76	30
CGI_10012881	763	448	405	215	88	127
CGI_10012882	577	158	456	431	25	50
CGI_10012883	42	24	12	115	36	28
CGI_10012884	202	214	102	232	115	95
CGI_10012885	52	82	35	29	10	2
CGI_10012886	26	75	11	29	9	16
CGI_10012887	133	56	45	31	4	4
CGI_10012888	40	5	16	126	14	16
CGI_10012889	8	3	5	2	2	1
CGI_10012890	0	0	0	0	0	0
CGI_10012891	13	3	8	5	2	1
CGI_10012892	157	156	100	94	93	26
CGI_10012893	0	7	0	0	3	0
CGI_10012894	44	16	17	14	37	59
CGI_10012895	78	25	64	61	14	13
CGI_10012896	1	0	2	0	0	0
CGI_10012897	10	5	3	11	7	1
CGI_10012898	58	26	11	67	15	20
CGI_10012899	375	146	88	235	112	12
CGI_10012900	614	462	425	542	293	273
CGI_10012901	2	2	1	1	5	3
CGI_10012902	153	85	109	122	28	15
CGI_10012903	1	1	1	1	0	1
CGI_10012904	69	158	20	86	145	35
CGI_10012905	4	3	5	21	3	5
CGI_10012906	69	15	17	106	27	26
CGI_10012907	11	11	4	47	21	4
CGI_10012908	315	161	127	388	72	63
CGI_10012909	1352	1271	1149	944	594	352
CGI_10012910	441	501	448	416	291	154
CGI_10012911	21	23	34	61	23	14
CGI_10012913	62	20	23	32	2	31
CGI_10012914	195	95	81	288	105	104
CGI_10012915	7	4	11	1	4	0
CGI_10012916	25	26	24	32	137	39
CGI_10012917	1	3	9	37	12	6
CGI_10012918	7	10	5	11	3	1
CGI_10012919	44	73	51	77	70	19
CGI_10012920	1	2	1	4	4	4
CGI_10012921	0	0	0	0	1	1
CGI_10012922	688	337	522	201	165	184
CGI_10012923	66	65	28	64	35	17
CGI_10012924	141	65	47	150	88	9
CGI_10012925	83	32	46	55	88	51
CGI_10012926	76	46	60	170	90	73
CGI_10012928	91	77	42	37	22	8
CGI_10012929	118	110	89	260	78	31
CGI_10012930	91	114	72	116	31	48
CGI_10012931	36	31	20	30	18	6
CGI_10012932	6	60	7	6	28	40
CGI_10012933	5	3	1	29	13	1
CGI_10012934	28	17	11	108	108	7
CGI_10012935	1	0	8	1	0	4
CGI_10012936	22	29	16	21	9	8
CGI_10012937	3	0	0	1	0	0
CGI_10012938	2	0	0	3	0	0
CGI_10012939	129	252	102	400	191	34
CGI_10012940	11	46	7	16	21	1
CGI_10012941	9	18	20	16	22	8
CGI_10012942	1	0	1	0	0	1
CGI_10012943	6	7	4	22	8	4
CGI_10012944	318	93	110	119	17	5
CGI_10012945	72	14	37	71	6	29
CGI_10012946	0	1	0	0	0	0
CGI_10012947	71	65	21	85	20	11
CGI_10012948	152	5	112	265	5	119
CGI_10012949	4	5	2	2	5	1
CGI_10012950	955	1032	676	491	383	261
CGI_10012951	359	183	216	325	347	178
CGI_10012952	73	235	86	75	185	40
CGI_10012953	22	7	16	1	2	0
CGI_10012954	0	1	2	0	2	0
CGI_10012955	289	107	132	169	119	52
CGI_10012956	5	11	9	77	12	5
CGI_10012957	2	5	0	2	12	3
CGI_10012958	0	1	1	4	0	1
CGI_10012959	18	0	32	32	0	79
CGI_10012960	0	0	0	0	0	0
CGI_10012961	70	87	58	85	18	8
CGI_10012962	43	36	83	17	12	41
CGI_10012963	514	156	374	382	147	401
CGI_10012964	18	5	9	19	16	5
CGI_10012965	961	735	676	384	133	216
CGI_10012966	24	7	20	33	6	23
CGI_10012967	111	55	115	128	32	54
CGI_10012968	61	26	28	114	31	40
CGI_10012969	65	1	8	15	2	3
CGI_10012970	0	0	0	0	0	0
CGI_10012971	4	13	3	11	18	1
CGI_10012972	2	5	0	4	21	0
CGI_10012973	303	148	250	177	66	124
CGI_10012974	38	15	42	31	20	10
CGI_10012975	20	36	6	45	5	6
CGI_10012976	20	39	22	44	34	42
CGI_10012977	730	499	735	245	109	77
CGI_10012978	668	320	933	167	139	203
CGI_10012979	155	120	124	180	92	157
CGI_10012980	553	607	283	371	75	61
CGI_10012981	86	112	50	55	24	8
CGI_10012982	480	455	342	298	136	36
CGI_10012983	427	317	287	777	442	180
CGI_10012984	81	64	40	56	27	49
CGI_10012985	0	1	0	1	0	0
CGI_10012986	2	0	0	37	23	5
CGI_10012987	42	30	22	43	34	33
CGI_10012988	65	143	7	371	688	8
CGI_10012989	91	31	51	74	15	61
CGI_10012991	2	3	17	2	6	17
CGI_10012992	0	0	0	0	0	1
CGI_10012993	165	297	59	549	743	198
CGI_10012994	6	8	2	6	2	1
CGI_10012995	18	60	65	41	34	41
CGI_10012996	5	7	4	3	4	0
CGI_10012997	272	225	179	482	240	164
CGI_10012998	29	128	9	26	14	18
CGI_10012999	113	61	116	145	79	64
CGI_10013000	204	246	150	111	30	23
CGI_10013001	229	172	118	303	156	106
CGI_10013002	816	144	77	228	111	206
CGI_10013003	196	157	126	237	161	134
CGI_10013004	1273	1247	923	1007	821	480
CGI_10013005	49	40	27	37	14	17
CGI_10013006	115	118	78	130	15	8
CGI_10013007	350	289	217	640	241	278
CGI_10013008	116	148	80	224	47	53
CGI_10013009	4	3	7	27	11	8
CGI_10013010	55	35	25	70	41	10
CGI_10013011	1868	835	5151	106	1688	553
CGI_10013012	160	76	128	148	75	85
CGI_10013013	588	381	511	237	159	103
CGI_10013014	142	33	79	153	15	15
CGI_10013015	2	0	1	5	6	1
CGI_10013016	0	0	1	2	2	6
CGI_10013017	146	165	72	52	38	20
CGI_10013018	19	19	23	6	11	5
CGI_10013019	0	0	0	0	0	0
CGI_10013020	1	0	0	0	0	0
CGI_10013021	0	0	0	1	0	0
CGI_10013022	0	0	0	0	0	0
CGI_10013023	0	0	1	0	1	0
CGI_10013024	135	12	31	79	19	6
CGI_10013025	10792	8575	8011	7083	3006	2202
CGI_10013026	269	212	181	335	60	65
CGI_10013027	292	154	211	206	152	166
CGI_10013028	25	26	20	40	17	12
CGI_10013029	32	17	12	62	13	2
CGI_10013030	152	74	61	270	118	116
CGI_10013031	103	52	22	80	31	8
CGI_10013032	0	0	1	0	0	0
CGI_10013033	218	122	283	230	97	163
CGI_10013034	13	7	5	21	9	10
CGI_10013035	119	55	89	156	120	130
CGI_10013036	66	92	27	55	57	42
CGI_10013037	1284	1162	802	582	286	310
CGI_10013038	5	3	7	0	1	5
CGI_10013039	29	10	12	9	4	8
CGI_10013040	418	752	452	268	144	49
CGI_10013041	1396	746	1357	2550	2635	780
CGI_10013042	140	111	110	159	70	17
CGI_10013043	2	2	3	0	2	0
CGI_10013044	541	682	444	229	363	251
CGI_10013045	42	9	0	18	1	1
CGI_10013046	2202	1438	1305	1898	1467	1323
CGI_10013047	455	350	353	464	244	208
CGI_10013048	20	14	1	4	3	4
CGI_10013049	11	13	15	38	18	8
CGI_10013050	97	104	82	36	6	4
CGI_10013051	1396	1359	893	618	164	157
CGI_10013052	1744	1105	668	2142	706	370
CGI_10013053	3	2	1	2	1	0
CGI_10013054	0	0	0	0	0	0
CGI_10013055	28	24	9	6	19	2
CGI_10013056	786	378	378	184	66	89
CGI_10013057	0	5	0	0	4	0
CGI_10013058	363	52	181	173	92	69
CGI_10013059	4	4	1	4	1	0
CGI_10013060	120	53	95	49	8	7
CGI_10013061	70	54	73	37	11	6
CGI_10013062	38	28	32	15	55	23
CGI_10013063	50	35	35	35	25	21
CGI_10013064	1	15	10	4	7	23
CGI_10013065	1	0	0	0	0	0
CGI_10013066	7	5	3	0	11	10
CGI_10013067	154	163	133	169	63	25
CGI_10013068	0	1	0	0	0	1
CGI_10013069	0	69	23	1	98	20
CGI_10013070	160	131	102	129	59	26
CGI_10013071	0	0	0	2	14	1
CGI_10013072	3	0	0	0	0	0
CGI_10013073	71	82	93	60	91	101
CGI_10013074	45	13	19	98	19	20
CGI_10013075	119	214	137	106	61	34
CGI_10013076	429	695	229	863	889	159
CGI_10013077	909	563	737	1439	614	559
CGI_10013078	3	2	3	3	1	1
CGI_10013079	25	13	18	9	4	12
CGI_10013080	0	4	0	1	0	0
CGI_10013081	233	227	177	178	36	42
CGI_10013082	791	573	568	529	135	129
CGI_10013083	196	188	122	147	89	45
CGI_10013084	10134	7898	8804	7219	8923	7651
CGI_10013085	29	64	8	13	14	8
CGI_10013086	1086	800	659	662	248	427
CGI_10013087	67	52	41	42	10	8
CGI_10013088	163	134	74	161	70	44
CGI_10013089	114	111	56	193	98	76
CGI_10013090	1470	1032	817	692	53	98
CGI_10013091	15	7	5	9	7	1
CGI_10013092	31	23	28	48	3	4
CGI_10013093	171	118	100	115	41	54
CGI_10013094	16	21	13	47	16	8
CGI_10013095	0	2	4	2	2	0
CGI_10013096	171	136	108	302	134	75
CGI_10013097	29	58	46	18	19	19
CGI_10013098	299	132	129	352	157	93
CGI_10013099	41	30	29	73	26	13
CGI_10013100	262	291	159	46	32	18
CGI_10013101	2375	2426	2155	637	171	229
CGI_10013102	36	28	19	39	16	7
CGI_10013103	146	72	54	260	70	99
CGI_10013104	61	59	33	26	26	17
CGI_10013105	3674	1391	1401	849	392	583
CGI_10013106	14386	6070	5392	1959	915	693
CGI_10013107	989	667	675	1158	748	534
CGI_10013108	86	102	44	85	17	18
CGI_10013109	47	31	23	54	16	7
CGI_10013110	752	541	536	722	578	433
CGI_10013111	239	393	168	199	32	57
CGI_10013112	5	20	28	2	1	12
CGI_10013113	15	14	40	4	27	41
CGI_10013114	0	0	0	0	0	0
CGI_10013115	1134	797	916	469	400	442
CGI_10013116	27	73	50	37	78	45
CGI_10013117	3	0	0	1	5	0
CGI_10013119	858	737	655	686	535	251
CGI_10013120	0	1	0	0	0	0
CGI_10013121	131	98	29	111	80	29
CGI_10013122	158	144	106	342	150	72
CGI_10013123	81	124	123	106	65	20
CGI_10013124	537	300	336	224	65	96
